Date,Open,High,Low,Close,Volume,ma_diff,GCDC_times,rsi,BBANDS_upperband,BBANDS_middleband,BBANDS_lowerband,MA_SHORT,MA_LONG,MIDPOINT,MACD_macd,MACD_macdsignal,MACD_macdhist,RSI,STOCH_slowk,STOCH_slowd,STOCHRSI_fastk,STOCHRSI_fastd,OBV,ATR,STDDEV,_CLOSE_PCT_CHANGE,BUYSELL,SimulateAsset,Profit,Coin,JPY,Songiri,GachihoAsset,GachihoProfit
2021-12-02 09:00:00+09:00,1713.751,1713.94,1646.0,1671.581,82501.2906,,1,,,,,,,,,,,,,,,,82501.2906,,,-0.0029814977931275077,0,267158.1,0.0,100,100000,False,267158.1,0.0
2021-12-02 10:00:00+09:00,1670.0,1690.0,1669.413,1679.772,32362.052,,1,,,,,,,,,,,,,,,,114863.34259999999,,,-0.012545819396380331,0,267977.19999999995,819.0999999999767,100,100000,False,267977.19999999995,819.0999999999767
2021-12-02 11:00:00+09:00,1679.886,1680.054,1661.073,1665.338,19264.8379,,1,,,,,,,,,,,,,,,,95598.50469999999,,,0.01400947306098288,0,266533.8,-624.2999999999884,100,100000,False,266533.8,-624.2999999999884
2021-12-02 12:00:00+09:00,1670.0,1672.798,1623.909,1647.499,53520.1188,,1,,,,,,,,,,,,,,,,42078.385899999994,,,0.03281730656334392,0,264749.9,-2408.1999999999534,100,100000,False,264749.9,-2408.1999999999534
2021-12-02 13:00:00+09:00,1645.6,1662.76,1640.875,1655.0,13827.1711,,1,,35.01910117493321,12.020499999999629,-10.978101174933954,12.020499999999629,,,,,,,,,,,55905.55699999999,,11.499300587466765,0.023499729766088384,0,265500.0,-1658.0999999999767,100,100000,False,265500.0,-1658.0999999999767
2021-12-02 14:00:00+09:00,1653.61,1666.969,1652.42,1666.612,20778.8609,,1,,25.13100851080003,3.149699999999484,-18.83160851080106,3.149699999999484,,,,,,,,,,,76684.4179,,10.990654255400242,0.01664887726136377,0,266661.2,-496.8999999999651,100,100000,False,266661.2,-496.8999999999651
2021-12-02 15:00:00+09:00,1666.268,1666.268,1646.966,1658.959,11099.9019,,1,,16.089736782515047,2.064599999999473,-11.960536782516101,2.064599999999473,,,,,,,,,,,65584.516,,7.012568391257756,0.010993799928460724,0,265895.9,-1262.1999999999534,100,100000,False,265895.9,-1262.1999999999534
2021-12-02 16:00:00+09:00,1659.931,1689.0,1659.931,1689.0,22000.1824,,1,,17.356952911202825,-11.051500000000487,-39.4599529112038,-11.051500000000487,,,,,,,,,,,87584.69840000001,,14.204226455601647,0.00449128266789256,0,268900.0,1741.9000000000233,100,100000,False,268900.0,1741.9000000000233
2021-12-02 17:00:00+09:00,1689.986,1705.71,1678.92,1703.4,24682.5644,,1,,19.474993921458918,-17.72080000000051,-54.916593921459935,-17.72080000000051,,,,,,,86.28825076556996,71.94206166482807,,,112267.26280000001,,18.597896960729752,-0.010463523595575008,0,270340.0,3181.9000000000233,100,100000,False,270340.0,3181.9000000000233
2021-12-02 18:00:00+09:00,1703.0,1706.6,1683.812,1694.828,35116.0032,,1,,21.266970642797787,-12.646200000000363,-46.55937064279851,-12.646200000000363,,,,,,,92.23223101499086,84.73350181900565,,,77151.25960000002,,16.95658532139904,0.004272369426003175,0,269482.8,2324.7000000000116,100,100000,False,269482.8,2324.7000000000116
2021-12-02 19:00:00+09:00,1693.633,1700.0,1679.888,1694.829,19024.2056,,1,,28.91327059182754,-1.7408000000004904,-32.39487059182852,-1.7408000000004904,,,,,,,85.65265113326792,88.05771097127622,,,96175.46520000002,,15.32703529591407,-0.005860694119839582,0,269482.9,2324.8000000000466,100,100000,False,269482.9,2324.8000000000466
2021-12-02 20:00:00+09:00,1694.68,1695.789,1669.17,1677.4,21358.8298,,1,,26.5714304178764,9.411899999999832,-7.747630417876735,9.411899999999832,,,,,,,65.98418121917044,81.28968778914306,,,74816.63540000003,,8.579765208938305,0.0006523701291929473,0,267740.0,581.9000000000233,100,100000,False,267740.0,581.9000000000233
2021-12-02 21:00:00+09:00,1676.803,1696.902,1661.049,1696.62,11826.4722,,1,,31.65497337677516,14.439899999999398,-2.7751733767763653,14.439899999999398,,,,,,,65.26115072481248,72.29932769241692,,,86643.10760000003,,8.607536688387938,0.011799899701726235,0,269662.0,2503.9000000000233,100,100000,False,269662.0,2503.9000000000233
2021-12-02 22:00:00+09:00,1695.923,1696.548,1669.324,1685.761,14576.3,,1,43.923199823701125,21.56992212546993,6.9515999999994165,-7.666722125471097,6.9515999999994165,,-7.486499999999978,,,,,56.59115686867384,62.612162937552235,,,72066.80760000003,,7.309161062735209,0.008088811585470701,0,268576.1,1418.0,100,100000,False,268576.1,1418.0
2021-12-02 23:00:00+09:00,1685.125,1704.127,1674.939,1702.1,9430.2539,,1,58.481338614971634,19.27388916657378,1.808999999999969,-15.655889166573843,1.808999999999969,,-14.08349999999973,,,,58.28910701772494,75.87878422786942,65.91036394045189,,,81497.06150000003,25.944571428571408,8.732444583286954,-0.012985328049296418,0,270210.0,3051.9000000000233,100,100000,False,270210.0,3051.9000000000233
2021-12-03 00:00:00+09:00,1703.058,1710.73,1669.772,1684.954,11901.85,,1,51.19358643237832,16.789079912771967,-0.8840000000002419,-18.55707991277245,-0.8840000000002419,,-14.801499999999805,,,,52.97549356739849,65.88761569354715,66.1191855966968,,,69595.21150000002,27.016959183673457,8.836539956386138,0.004723116453527965,0,268495.4,1337.3000000000466,100,100000,False,268495.4,1337.3000000000466
2021-12-03 01:00:00+09:00,1684.572,1686.967,1660.907,1678.495,7091.2409,,1,53.44662766653847,32.7410725952127,15.649000000000115,-1.4430725952124703,15.649000000000115,,1.5125000000002728,,,,51.08622576847118,59.57084457060142,67.11241483067265,,,62503.97060000002,26.94860495626822,8.546036297606305,0.010905703116437127,0,267849.5,691.4000000000233,100,100000,False,267849.5,691.4000000000233
2021-12-03 02:00:00+09:00,1678.427,1719.638,1678.08,1716.879,7271.2548,,1,67.8048640064482,22.757634268809397,-5.221199999999953,-33.200034268809304,-5.221199999999953,,-12.919499999999971,,,,60.1756578819724,59.573420775036276,61.67729367972827,,,69775.22540000002,27.992133173677633,13.989417134404631,-0.014008118542772952,0,271687.9,4529.800000000047,100,100000,False,271687.9,4529.800000000047
2021-12-03 03:00:00+09:00,1711.979,1712.242,1689.287,1699.508,3404.1863,,1,62.37588652482264,22.65065925413319,-4.377300000000105,-31.405259254133398,-4.377300000000105,,-12.84550000000013,,,,55.17837689079356,65.44278717054475,61.52901750539414,,,66371.03910000002,27.963552232700653,13.513979627066616,-0.015440963394705687,0,269950.80000000005,2792.70000000007,100,100000,False,269950.80000000005,2792.70000000007
2021-12-03 04:00:00+09:00,1701.784,1703.862,1677.679,1680.281,2278.4224,,1,54.05566338334811,30.16238728991698,1.2528999999994994,-27.65658728991798,1.2528999999994994,,-2.8515000000002146,,,,50.20833413836743,64.67169524328443,63.22930106295514,,,64092.61670000002,27.836369930364892,14.454743644958704,-0.01200470503490525,0,268028.1,870.0,100,100000,False,268028.1,870.0
2021-12-03 05:00:00+09:00,1677.702,1692.95,1676.956,1692.95,3648.8515,,1,58.862419935070506,36.70947214242642,8.669599999999946,-19.37027214242653,8.669599999999946,,12.186500000000024,,,,53.19960807256716,51.0905654594679,60.40168262443235,30.01080341269071,25.010593401484353,67741.46820000002,26.990486363910268,14.019936071213289,-0.019113303102156864,0,269295.0,2136.9000000000233,100,100000,False,269295.0,2136.9000000000233
2021-12-03 06:00:00+09:00,1693.055,1698.259,1689.083,1697.002,2329.9119,,1,53.76692404027239,27.264307291320847,3.6529999999997926,-19.958307291321262,3.6529999999997926,,3.468499999999949,,,,54.148388930099266,44.83751497874831,53.5332585605002,39.52971623159903,23.180173214763244,70071.38010000002,25.718023052202387,11.805653645660497,-0.0215525051483898,0,269700.19999999995,2542.0999999999767,100,100000,False,269700.19999999995,2542.0999999999767
2021-12-03 07:00:00+09:00,1696.331,1698.259,1690.201,1693.161,18092.4667,,1,49.66142885332378,11.59550865814822,-1.6496000000004187,-14.894708658149057,-1.6496000000004187,,2.90949999999998,,,,53.05048253164962,49.14986155162211,48.35931399661276,57.18559245581533,42.24203736670169,51978.91340000002,24.456592834187934,6.6225543290743065,-0.029117674767741075,0,269316.1,2158.0,100,100000,False,269316.1,2158.0
2021-12-03 08:00:00+09:00,1692.982,1693.47,1670.012,1673.665,17472.9631,,1,46.94456579896805,23.45887948738232,5.670799999999417,-12.117279487383485,5.670799999999417,,13.530999999999949,,,,47.7574254752963,34.560797228182786,42.849391252851056,0.0,32.238436229138124,34505.95030000002,24.385264774603087,8.894039743691467,-0.012746581144862601,0,267366.5,208.40000000002328,100,100000,False,267366.5,208.40000000002328
2021-12-03 09:00:00+09:00,1676.133,1677.163,1654.0,1660.349,26408.7154,,1,43.259721401512415,46.09434601717817,17.843899999999394,-10.40654601717938,17.843899999999394,,23.032500000000027,,,,44.492193729193126,23.68718750584237,35.79928209521574,0.0,19.061864151938444,8097.234900000018,24.297960147845725,14.1252230085894,0.004286067252935011,0,266034.9,-1123.1999999999534,100,100000,False,266034.9,-1123.1999999999534
2021-12-03 10:00:00+09:00,1658.897,1661.199,1658.897,1661.199,227.075,,1,47.57855495281037,48.00176087582054,17.02719999999931,-13.947360875821914,17.02719999999931,,28.56600000000003,,,,44.75186300343725,13.800817151811145,24.01626729527875,2.689146903531501,0.8963823011771671,8324.309900000018,22.726820137285326,15.487280437910648,0.007291143779132314,0,266119.9,-1038.1999999999534,100,100000,False,266119.9,-1038.1999999999534
2021-12-03 11:00:00+09:00,1661.199,1661.199,1661.199,1661.199,0.0,,1,41.91769475565626,33.98035304788323,8.715599999999313,-16.5491530478846,8.715599999999313,,27.414999999999964,,,,44.75186300343726,15.62544717835173,17.704483945335067,3.0341260997128168,1.9077576677481058,8324.309900000018,21.103475841764947,12.632376523941936,-0.0001324520057146561,0,266119.9,-1038.1999999999534,100,100000,False,266119.9,-1038.1999999999534
2021-12-03 12:00:00+09:00,1659.918,1660.508,1645.2,1645.255,16753.5975,,1,40.91419210373752,25.514664904253323,7.479399999999487,-10.55586490425435,7.479399999999487,,28.212999999999965,,,,40.618201444908806,10.881726330647409,13.435996886936744,0.0,1.9077576677481058,-8429.287599999981,20.738870424496024,9.01763245212693,0.007148029690422941,0,264525.5,-2632.5999999999767,100,100000,False,264525.5,-2632.5999999999767
