Date,Open,High,Low,Close,Volume,ma_diff,GCDC_times,rsi
2021-10-05 09:00:00+09:00,1521.998,1530.001,1493.001,1507.0,49068.9995,,1,
2021-10-05 10:00:00+09:00,1504.521,1509.046,1503.794,1506.947,1092.6251,,1,
2021-10-05 11:00:00+09:00,1506.947,1506.947,1506.947,1506.947,0.0,,1,
2021-10-05 12:00:00+09:00,1506.947,1506.947,1506.947,1506.947,0.0,,1,
2021-10-05 13:00:00+09:00,1507.0,1507.0,1455.714,1458.691,66028.3375,,1,
2021-10-05 14:00:00+09:00,1458.691,1477.38,1457.881,1475.0,62741.1841,,1,
2021-10-05 15:00:00+09:00,1475.001,1478.934,1468.692,1468.692,57941.9611,,1,
2021-10-05 16:00:00+09:00,1468.959,1478.31,1463.7,1466.799,46499.0713,,1,
2021-10-05 17:00:00+09:00,1466.798,1482.232,1463.942,1479.298,32235.6489,,1,
2021-10-05 18:00:00+09:00,1479.372,1496.99,1470.0,1485.623,25995.0465,,1,
2021-10-05 19:00:00+09:00,1488.706,1502.097,1468.0,1468.0,71069.2824,,1,
2021-10-05 20:00:00+09:00,1468.602,1487.264,1466.528,1466.528,26901.2769,,1,
2021-10-05 21:00:00+09:00,1469.148,1469.148,1448.146,1459.733,84162.9127,,1,
2021-10-05 22:00:00+09:00,1455.0,1475.42,1450.901,1464.99,30922.4627,,1,31.348260447549265
2021-10-05 23:00:00+09:00,1464.989,1470.0,1418.372,1430.129,117674.7287,,1,27.71366361370383
2021-10-06 00:00:00+09:00,1431.0,1442.161,1425.0,1436.295,23650.56,,1,28.904339239169133
2021-10-06 01:00:00+09:00,1438.503,1447.564,1430.468,1442.463,9181.1311,,1,30.48479268881431
2021-10-06 02:00:00+09:00,1440.998,1459.799,1435.314,1448.009,30227.8594,,1,33.11711108350572
2021-10-06 03:00:00+09:00,1448.5,1457.365,1437.662,1455.692,23284.1611,,1,47.5644301266385
2021-10-06 04:00:00+09:00,1454.875,1459.999,1446.923,1454.712,12797.4941,,1,40.816821231409214
2021-10-06 05:00:00+09:00,1454.793,1473.59,1453.532,1469.467,20809.2401,,1,49.080740691811485
2021-10-06 06:00:00+09:00,1468.164,1479.096,1467.405,1475.981,20931.4046,,1,52.63269160301048
2021-10-06 07:00:00+09:00,1476.004,1487.194,1475.911,1476.5,40198.0716,,1,48.255634930410274
2021-10-06 08:00:00+09:00,1476.33,1488.6,1474.302,1476.248,19105.9916,,1,45.60956883662685
2021-10-06 09:00:00+09:00,1478.368,1482.539,1451.711,1462.835,42486.3725,,1,47.59956815843207
2021-10-06 10:00:00+09:00,1464.1,1464.27,1446.4,1459.9,21117.1502,,1,46.761069866101316
2021-10-06 11:00:00+09:00,1461.998,1464.299,1449.471,1461.621,21828.3187,,1,50.546350201522934
2021-10-06 12:00:00+09:00,1461.621,1461.621,1442.0,1442.107,21309.9373,,1,38.32917952696149
2021-10-06 13:00:00+09:00,1442.01,1444.9,1431.0,1439.557,25542.2232,,1,52.32237205267765
2021-10-06 14:00:00+09:00,1438.752,1445.021,1425.301,1435.007,17663.6937,,1,47.181168808833576
2021-10-06 15:00:00+09:00,1435.0,1446.624,1433.537,1434.636,22770.0078,,1,44.47447411535421
2021-10-06 16:00:00+09:00,1433.536,1433.649,1400.089,1403.891,67844.3846,,1,28.402428121029928
2021-10-06 17:00:00+09:00,1405.199,1406.596,1345.0,1365.208,124114.7837,,1,16.5309879615116
2021-10-06 18:00:00+09:00,1364.0,1370.996,1345.785,1365.492,65712.9265,,1,17.437296538754907
2021-10-06 19:00:00+09:00,1365.939,1387.824,1362.283,1380.501,37966.3869,,1,17.371373983218234
2021-10-06 20:00:00+09:00,1380.5,1391.7,1377.29,1382.462,31042.986,,1,13.772169979764328
2021-10-06 21:00:00+09:00,1380.802,1426.74,1376.638,1425.0,58411.8066,,1,34.92853052470841
2021-10-06 22:00:00+09:00,1427.091,1480.0,1423.563,1454.872,162292.4245,,1,43.72573694106911
2021-10-06 23:00:00+09:00,1453.992,1457.45,1441.482,1455.021,40669.6462,,1,47.57857542352071
2021-10-07 00:00:00+09:00,1455.9,1473.011,1450.986,1468.0,32997.5134,,1,51.76569802171548
2021-10-07 01:00:00+09:00,1468.0,1477.481,1461.644,1474.139,40506.2825,,1,53.30552506403219
2021-10-07 02:00:00+09:00,1476.593,1549.406,1460.945,1515.81,87835.3396,,1,66.08568707216551
2021-10-07 03:00:00+09:00,1516.827,1517.4,1491.663,1505.97,24830.6149,,1,63.70290284106024
2021-10-07 04:00:00+09:00,1508.999,1517.276,1496.881,1511.435,19420.076,,1,65.11371039767354
2021-10-07 05:00:00+09:00,1510.293,1516.327,1473.795,1478.982,22478.617,,1,57.44366626065772
2021-10-07 06:00:00+09:00,1481.135,1498.994,1473.072,1491.396,21290.6341,,1,66.23639740934345
2021-10-07 07:00:00+09:00,1491.875,1494.999,1469.166,1480.2,20267.6903,,1,74.95907357455123
2021-10-07 08:00:00+09:00,1482.969,1486.233,1470.005,1471.256,18870.6444,,1,70.8951745019779
2021-10-07 09:00:00+09:00,1470.983,1475.694,1424.829,1440.0,62008.6679,,1,60.052056177636565
2021-10-07 10:00:00+09:00,1438.901,1441.869,1408.944,1427.609,28641.1422,3.7002400000001217,1,57.03807292662714
2021-10-07 11:00:00+09:00,1427.795,1442.5,1426.5,1434.0,9568.9866,-6.318959999999834,1,49.37487969427081
2021-10-07 12:00:00+09:00,1435.799,1440.129,1422.002,1424.829,12964.7847,-15.750800000000027,2,39.44532795074099
2021-10-07 13:00:00+09:00,1422.003,1485.18,1422.003,1467.649,31806.1003,-15.68623999999977,3,50.66506094142553
2021-10-07 14:00:00+09:00,1467.648,1468.433,1440.326,1457.186,19096.1545,-11.25382000000036,4,45.952827940309405
2021-10-07 15:00:00+09:00,1456.501,1463.1,1439.9,1439.9,17380.615,-8.419799999999896,5,41.56768644668683
2021-10-07 16:00:00+09:00,1440.129,1472.357,1434.219,1470.712,46291.7466,-0.9916399999997338,6,39.47426295151351
2021-10-07 17:00:00+09:00,1471.495,1485.377,1465.77,1474.695,25366.9363,8.861499999999978,1,42.141014322570705
2021-10-07 18:00:00+09:00,1473.789,1476.849,1434.002,1453.21,47106.0596,6.245480000000043,2,38.13210540756561
2021-10-07 19:00:00+09:00,1454.349,1460.138,1435.818,1435.818,45488.2509,2.841480000000047,3,40.17369009765357
2021-10-07 20:00:00+09:00,1437.162,1450.583,1436.03,1448.763,30361.2543,5.351280000000088,4,40.50766327419066
2021-10-07 21:00:00+09:00,1449.461,1455.0,1433.234,1437.202,37980.9232,-0.7347600000000511,1,40.40935064935064
