Date,Open,High,Low,Close,Volume
2022-02-08 09:00:00+09:00,858.511,863.714,846.499,855.56,22350.1762
2022-02-08 10:00:00+09:00,855.393,863.285,854.655,860.249,25631.6594
2022-02-08 11:00:00+09:00,860.687,860.687,855.0,855.0,13011.4306
2022-02-08 12:00:00+09:00,855.621,861.443,855.3,856.0,20184.3826
2022-02-08 13:00:00+09:00,856.831,861.374,856.831,860.474,17674.569
2022-02-08 14:00:00+09:00,860.573,866.137,856.9,863.934,22636.7204
2022-02-08 15:00:00+09:00,863.405,875.7,843.912,854.954,32812.755
2022-02-08 16:00:00+09:00,855.183,859.2,846.0,854.531,23163.4261
2022-02-08 17:00:00+09:00,854.149,857.559,821.817,823.999,61954.7986
2022-02-08 18:00:00+09:00,823.0,831.955,811.8,821.614,25823.402
2022-02-08 19:00:00+09:00,821.462,825.059,796.0,808.562,64386.5532
2022-02-08 20:00:00+09:00,809.512,818.474,809.269,817.688,28333.9928
2022-02-08 21:00:00+09:00,817.595,817.595,792.752,798.997,61911.215
2022-02-08 22:00:00+09:00,799.556,804.803,791.781,801.437,36483.8614
2022-02-08 23:00:00+09:00,800.314,806.888,800.314,802.965,26196.6569
2022-02-09 00:00:00+09:00,802.572,802.572,780.0,792.78,39759.8899
2022-02-09 01:00:00+09:00,793.0,808.373,785.605,788.422,19115.3505
2022-02-09 02:00:00+09:00,787.781,791.436,782.496,788.724,6973.4648
2022-02-09 03:00:00+09:00,788.724,794.299,787.429,789.32,1265.0207
2022-02-09 04:00:00+09:00,788.214,793.624,785.948,790.436,3612.9676
2022-02-09 05:00:00+09:00,788.8,804.5,787.612,804.426,14618.5095
2022-02-09 06:00:00+09:00,804.107,810.601,800.5,806.803,21195.0135
2022-02-09 07:00:00+09:00,807.098,814.0,805.757,814.0,9798.92
2022-02-09 08:00:00+09:00,814.0,824.037,813.835,820.821,22966.8751
2022-02-09 09:00:00+09:00,820.842,831.8,813.553,819.249,19572.7037
2022-02-09 10:00:00+09:00,818.031,822.464,813.618,813.618,14792.8863
2022-02-09 11:00:00+09:00,814.081,814.081,795.753,802.8,20197.2923
2022-02-09 12:00:00+09:00,802.333,805.778,800.166,805.519,10029.9805
2022-02-09 13:00:00+09:00,804.841,824.202,804.841,817.3,10972.5585
2022-02-09 14:00:00+09:00,817.951,824.171,803.984,823.645,7361.3391
2022-02-09 15:00:00+09:00,823.122,824.001,819.2,822.06,8064.1172
2022-02-09 16:00:00+09:00,822.623,824.3,816.49,822.581,6172.9385
2022-02-09 17:00:00+09:00,821.921,824.448,810.0,812.9,14320.5567
2022-02-09 18:00:00+09:00,813.81,819.595,813.052,818.47,12053.3171
2022-02-09 19:00:00+09:00,818.798,831.938,818.798,831.302,19465.1665
2022-02-09 20:00:00+09:00,831.217,835.661,830.2,832.918,16562.6317
2022-02-09 21:00:00+09:00,833.0,838.9,830.506,836.065,24744.6714
2022-02-09 22:00:00+09:00,835.833,842.206,833.296,834.966,19937.4361
2022-02-09 23:00:00+09:00,835.467,841.502,831.608,840.5,11172.0181
2022-02-10 00:00:00+09:00,841.295,841.93,834.0,835.04,5927.3087
2022-02-10 01:00:00+09:00,836.528,838.701,833.624,834.935,5929.2993
2022-02-10 02:00:00+09:00,835.611,836.6,832.931,832.931,4407.3705
2022-02-10 03:00:00+09:00,832.626,832.7,830.3,832.455,1679.6747
2022-02-10 04:00:00+09:00,833.496,839.824,833.496,838.09,4546.2811
2022-02-10 05:00:00+09:00,837.529,840.5,837.088,840.092,9566.6807
2022-02-10 06:00:00+09:00,840.337,840.736,838.743,838.89,7099.4135
2022-02-10 07:00:00+09:00,839.284,839.418,835.707,837.401,4880.0123
2022-02-10 08:00:00+09:00,837.734,838.73,830.507,832.7,4330.0179
2022-02-10 09:00:00+09:00,832.851,854.025,826.577,847.768,54854.4285
2022-02-10 10:00:00+09:00,847.324,867.796,844.5,865.214,38210.4379
2022-02-10 11:00:00+09:00,864.448,884.47,862.572,867.201,75541.6776
2022-02-10 12:00:00+09:00,867.443,870.238,857.323,865.453,38083.504
2022-02-10 13:00:00+09:00,864.702,870.748,861.634,864.099,18765.7492
2022-02-10 14:00:00+09:00,864.099,864.4,856.737,859.541,7244.7516
2022-02-10 15:00:00+09:00,859.597,860.252,847.633,853.3,5735.1195
2022-02-10 16:00:00+09:00,853.965,870.44,853.965,865.1,9848.396
2022-02-10 17:00:00+09:00,865.598,871.879,861.193,868.399,16854.7906
2022-02-10 18:00:00+09:00,868.124,870.5,864.385,865.5,10357.182
2022-02-10 19:00:00+09:00,864.804,873.0,864.804,871.729,14592.9721
2022-02-10 20:00:00+09:00,871.729,881.259,867.0,869.018,26691.685
2022-02-10 21:00:00+09:00,869.0,873.0,862.293,870.0,17938.3814
2022-02-10 22:00:00+09:00,869.66,873.359,814.517,836.367,89689.9646
2022-02-10 23:00:00+09:00,836.289,853.333,821.059,853.333,95002.1405
2022-02-11 00:00:00+09:00,853.333,876.805,848.368,868.489,56785.84
2022-02-11 01:00:00+09:00,868.308,874.083,862.108,866.2,22722.8772
2022-02-11 02:00:00+09:00,866.201,875.449,865.501,868.5,28689.4764
2022-02-11 03:00:00+09:00,867.2,867.2,852.768,854.8,26005.841
2022-02-11 04:00:00+09:00,855.5,856.2,838.063,838.177,25712.1697
2022-02-11 05:00:00+09:00,838.086,845.145,832.0,838.4,8519.1744
2022-02-11 06:00:00+09:00,838.7,843.212,832.902,836.617,11529.9616
2022-02-11 07:00:00+09:00,836.85,848.425,834.869,844.587,10150.271
2022-02-11 08:00:00+09:00,844.86,848.113,826.666,829.0,24889.4359
2022-02-11 09:00:00+09:00,828.321,828.379,805.906,817.9,52972.5617
2022-02-11 10:00:00+09:00,816.438,828.966,814.808,820.814,20234.2361
2022-02-11 11:00:00+09:00,821.241,821.429,813.1,817.828,11198.5754
2022-02-11 12:00:00+09:00,817.828,825.5,817.546,824.874,13718.7643
