Date,Open,High,Low,Close,Volume
2021-12-02 09:00:00+09:00,1713.751,1713.94,1646,1671.581,82501.2906
2021-12-02 10:00:00+09:00,1670,1690,1669.413,1679.772,32362.052
2021-12-02 11:00:00+09:00,1679.886,1680.054,1661.073,1665.338,19264.8379
2021-12-02 12:00:00+09:00,1670,1672.798,1623.909,1647.499,53520.1188
2021-12-02 13:00:00+09:00,1645.6,1662.76,1640.875,1655,13827.1711
2021-12-02 14:00:00+09:00,1653.61,1666.969,1652.42,1666.612,20778.8609
2021-12-02 15:00:00+09:00,1666.268,1666.268,1646.966,1658.959,11099.9019
2021-12-02 16:00:00+09:00,1659.931,1689,1659.931,1689,22000.1824
2021-12-02 17:00:00+09:00,1689.986,1705.71,1678.92,1703.4,24682.5644
2021-12-02 18:00:00+09:00,1703,1706.6,1683.812,1694.828,35116.0032
2021-12-02 19:00:00+09:00,1693.633,1700,1679.888,1694.829,19024.2056
2021-12-02 20:00:00+09:00,1694.68,1695.789,1669.17,1677.4,21358.8298
2021-12-02 21:00:00+09:00,1676.803,1696.902,1661.049,1696.62,11826.4722
2021-12-02 22:00:00+09:00,1695.923,1696.548,1669.324,1685.761,14576.3
2021-12-02 23:00:00+09:00,1685.125,1704.127,1674.939,1702.1,9430.2539
2021-12-03 00:00:00+09:00,1703.058,1710.73,1669.772,1684.954,11901.85
2021-12-03 01:00:00+09:00,1684.572,1686.967,1660.907,1678.495,7091.2409
2021-12-03 02:00:00+09:00,1678.427,1719.638,1678.08,1716.879,7271.2548
2021-12-03 03:00:00+09:00,1711.979,1712.242,1689.287,1699.508,3404.1863
2021-12-03 04:00:00+09:00,1701.784,1703.862,1677.679,1680.281,2278.4224
2021-12-03 05:00:00+09:00,1677.702,1692.95,1676.956,1692.95,3648.8515
2021-12-03 06:00:00+09:00,1693.055,1698.259,1689.083,1697.002,2329.9119
2021-12-03 07:00:00+09:00,1696.331,1698.259,1690.201,1693.161,18092.4667
2021-12-03 08:00:00+09:00,1692.982,1693.47,1670.012,1673.665,17472.9631
2021-12-03 09:00:00+09:00,1676.133,1677.163,1654,1660.349,26408.7154
2021-12-03 10:00:00+09:00,1658.897,1661.199,1658.897,1661.199,227.075
2021-12-03 11:00:00+09:00,1661.199,1661.199,1661.199,1661.199,0
2021-12-03 12:00:00+09:00,1659.918,1660.508,1645.2,1645.255,16753.5975
2021-12-03 13:00:00+09:00,1645.254,1655.812,1643.72,1652.6,13780.1789
2021-12-03 14:00:00+09:00,1652.618,1670.426,1646.819,1667.496,10780.7731
2021-12-03 15:00:00+09:00,1670.516,1678.902,1664.533,1673.4,9667.2744
2021-12-03 16:00:00+09:00,1673.323,1673.323,1660.002,1660.979,4241.079
2021-12-03 17:00:00+09:00,1663.236,1663.529,1657.1,1657.1,6660.8855
2021-12-03 18:00:00+09:00,1657.674,1664.028,1652.661,1660.02,11083.1936
2021-12-03 19:00:00+09:00,1660.831,1690.713,1660.831,1674.8,28860.431
2021-12-03 20:00:00+09:00,1677.679,1689.175,1675.348,1681.565,12412.284
2021-12-03 21:00:00+09:00,1683.99,1686.65,1668.149,1669.747,4998.1126
2021-12-03 22:00:00+09:00,1669.301,1688.453,1669.109,1677.743,15602.9456
2021-12-03 23:00:00+09:00,1676.24,1681.878,1645.452,1645.452,10769.1145
2021-12-04 00:00:00+09:00,1648.16,1656.801,1631.96,1633.287,13363.9634
2021-12-04 01:00:00+09:00,1633.264,1633.264,1597.643,1604.501,53570.0591
2021-12-04 02:00:00+09:00,1605.065,1631.238,1593.941,1622,18511.9655
2021-12-04 03:00:00+09:00,1620,1633.942,1609.905,1620.337,8284.7319
2021-12-04 04:00:00+09:00,1622.481,1622.971,1569.614,1580.213,32358.196
2021-12-04 05:00:00+09:00,1577.389,1578.245,1500,1562.108,63736.1745
2021-12-04 06:00:00+09:00,1560.046,1582.973,1560.046,1576.117,19211.0058
2021-12-04 07:00:00+09:00,1573,1573,1544,1547.503,36688.5347
2021-12-04 08:00:00+09:00,1546.343,1564.906,1539.096,1561.159,31904.3159
2021-12-04 09:00:00+09:00,1558.502,1562.861,1461.994,1469.916,90111.4791
2021-12-04 10:00:00+09:00,1469.3,1488.225,1446.2,1485,72288.7713
2021-12-04 11:00:00+09:00,1485,1485.888,1455.567,1483.7,16705.325
2021-12-04 12:00:00+09:00,1483.354,1483.354,1399.23,1400,54664.8911
2021-12-04 13:00:00+09:00,1400,1439.015,1278,1324.377,127273.0324
2021-12-04 14:00:00+09:00,1324.27,1338.306,1066.578,1241.008,391073.8128
2021-12-04 15:00:00+09:00,1240.175,1255,1197.956,1225.969,196879.4654
2021-12-04 16:00:00+09:00,1225.864,1228.001,1180.87,1223.389,93958.5943
2021-12-04 17:00:00+09:00,1224.022,1253.273,1216.451,1237.609,70150.0421
2021-12-04 18:00:00+09:00,1237.689,1257.216,1223.809,1238.358,45781.2338
2021-12-04 19:00:00+09:00,1238.358,1247.273,1195.785,1225.809,52628.3655
2021-12-04 20:00:00+09:00,1224.117,1224.117,1151,1175.9,87940.2435
2021-12-04 21:00:00+09:00,1177.464,1213.203,1177.464,1186.822,48394.3075
2021-12-04 22:00:00+09:00,1186.811,1209.14,1175.965,1209.14,52963.7342
2021-12-04 23:00:00+09:00,1209.14,1250,1202.403,1247.618,62072.8043
2021-12-05 00:00:00+09:00,1247.619,1280.165,1245,1271.198,80573.4225
2021-12-05 01:00:00+09:00,1267.6,1273.862,1232.677,1237.058,31197.1905
2021-12-05 02:00:00+09:00,1237.548,1263.557,1235.279,1261.079,9406.28
2021-12-05 03:00:00+09:00,1260,1275,1258.479,1270.728,8819.4414
2021-12-05 04:00:00+09:00,1273.5,1285.293,1266.88,1280.118,13930.7071
2021-12-05 05:00:00+09:00,1281.099,1291.714,1273.922,1284.082,53388.6503
2021-12-05 06:00:00+09:00,1286.919,1287.014,1255.436,1266.627,18492.3008
2021-12-05 07:00:00+09:00,1267.383,1299.199,1267.382,1297.269,39252.9746
2021-12-05 08:00:00+09:00,1298.157,1331.1,1280,1302.9,100625.7282
2021-12-05 09:00:00+09:00,1302.797,1327.907,1243.5,1271.101,119456.1694
2021-12-05 10:00:00+09:00,1267.8,1273.5,1244.944,1264.758,26712.9065
2021-12-05 11:00:00+09:00,1264,1265.93,1249.5,1255.685,8458.9578
2021-12-05 12:00:00+09:00,1253.919,1276.82,1248.699,1273.2,21943.6967
2021-12-05 13:00:00+09:00,1274.1,1274.1,1253.001,1258.821,28013.8864
2021-12-05 14:00:00+09:00,1259.678,1268.002,1257.841,1267.537,8702.9632
2021-12-05 15:00:00+09:00,1267.537,1277.15,1258,1273.341,24424.2506
2021-12-05 16:00:00+09:00,1273.341,1284.928,1255.292,1259.139,35723.5115
2021-12-05 17:00:00+09:00,1259.595,1264.359,1249.06,1261.224,31499.6719
2021-12-05 18:00:00+09:00,1261.29,1261.7,1218.06,1220.445,42483.5544
2021-12-05 19:00:00+09:00,1222.599,1241.99,1216.409,1231.251,20715.5468
2021-12-05 20:00:00+09:00,1233.509,1239.067,1218,1226.646,15629.1367
2021-12-05 21:00:00+09:00,1227.146,1250.98,1219.99,1238.022,20526.2632
2021-12-05 22:00:00+09:00,1238.5,1238.501,1222.45,1227.819,19025.8829
2021-12-05 23:00:00+09:00,1225.753,1225.847,1179.848,1184.496,75950.7604
2021-12-06 00:00:00+09:00,1183.116,1197.881,1109.5,1120.445,160587.2642
2021-12-06 01:00:00+09:00,1119,1149.423,1116.899,1138.199,72207.2329
2021-12-06 02:00:00+09:00,1138.093,1166.5,1130.098,1160.782,15025.4457
2021-12-06 03:00:00+09:00,1162.573,1162.573,1145,1151.316,6669.2749
2021-12-06 04:00:00+09:00,1150.783,1150.783,1120.13,1146.004,12423.414
2021-12-06 05:00:00+09:00,1146.133,1157.872,1130,1148.816,22409.8907
2021-12-06 06:00:00+09:00,1149.188,1165,1124.116,1158.822,33581.4204
2021-12-06 07:00:00+09:00,1160.221,1165.039,1143.892,1165.039,14934.2733
2021-12-06 08:00:00+09:00,1164.7,1180.228,1158.417,1175.935,29677.8053
2021-12-06 09:00:00+09:00,1175.935,1176.037,1085.283,1110,105381.2291
2021-12-06 10:00:00+09:00,1110,1127.514,1090.4,1113.03,48561.1047
2021-12-06 11:00:00+09:00,1114.999,1126.673,1109.101,1116.999,33875.1574
2021-12-06 12:00:00+09:00,1118.898,1138.545,1116.85,1133,40426.102
2021-12-06 13:00:00+09:00,1135.583,1147.915,1130,1131.096,29485.036
2021-12-06 14:00:00+09:00,1132.296,1134.366,1107.408,1107.408,22904.3504
2021-12-06 15:00:00+09:00,1107.3,1124.986,1091.43,1100.297,56199.0528
2021-12-06 16:00:00+09:00,1099.173,1103.08,1063.565,1094.813,75893.6785
2021-12-06 17:00:00+09:00,1093.457,1128.998,1061.403,1085.91,89747.0856
2021-12-06 18:00:00+09:00,1081.483,1089.61,1031,1038.962,80861.3243
2021-12-06 19:00:00+09:00,1038.283,1053.414,1030.913,1048.727,65537.8448
2021-12-06 20:00:00+09:00,1044.833,1089.997,1018,1078.594,131959.6153
2021-12-06 21:00:00+09:00,1077.751,1184.999,1073.43,1147.974,219012.6447
2021-12-06 22:00:00+09:00,1146.61,1196.719,1129.994,1135.381,164849.5149
2021-12-06 23:00:00+09:00,1135.764,1139.924,1104.233,1121.96,63759.7128
2021-12-07 00:00:00+09:00,1120.75,1145.981,1108.575,1145.981,33940.6472
2021-12-07 01:00:00+09:00,1145.232,1157.307,1133.27,1151.529,41451.2111
2021-12-07 02:00:00+09:00,1151.66,1160,1141,1145.864,24784.0034
2021-12-07 03:00:00+09:00,1145.621,1150.481,1137.534,1145.19,32305.2874
2021-12-07 04:00:00+09:00,1147.182,1158.185,1144.179,1152.81,12919.2251
2021-12-07 05:00:00+09:00,1153.136,1166.929,1143.473,1144.901,12118.9633
2021-12-07 06:00:00+09:00,1145.809,1207.999,1145.809,1193.107,42888.0931
2021-12-07 07:00:00+09:00,1195.385,1223.941,1195.385,1208.028,102293.908
2021-12-07 08:00:00+09:00,1207.881,1216.765,1194.646,1212.467,70206.6297
2021-12-07 09:00:00+09:00,1210.199,1225.233,1195.307,1207.85,76859.6356
2021-12-07 10:00:00+09:00,1207.002,1231.9,1188.916,1195.74,49235.772
2021-12-07 11:00:00+09:00,1195.624,1201.952,1170.006,1174.23,34309.069
2021-12-07 12:00:00+09:00,1174.448,1192.587,1172.55,1187.448,37363.023
2021-12-07 13:00:00+09:00,1187.394,1194,1176.24,1180.995,53107.9001
2021-12-07 14:00:00+09:00,1180.995,1191.59,1180.995,1187.652,11310.8041
2021-12-07 15:00:00+09:00,1187.59,1201.912,1186.633,1201.912,19650.5979
2021-12-07 16:00:00+09:00,1202.949,1210.15,1193.201,1195.449,17207.9133
2021-12-07 17:00:00+09:00,1195.986,1224,1191.808,1222.497,31878.1145
2021-12-07 18:00:00+09:00,1222.496,1232.345,1217,1218.2,22312.2275
2021-12-07 19:00:00+09:00,1219.016,1258.092,1218.902,1240.538,75631.8287
2021-12-07 20:00:00+09:00,1243.188,1333.998,1243.044,1296.793,157917.6749
2021-12-07 21:00:00+09:00,1296.2,1302.777,1251.592,1267.837,78916.826
2021-12-07 22:00:00+09:00,1266.404,1295.999,1256.893,1280.563,57505.7541
