Date,Open,High,Low,Close,Volume,ma_diff,GCDC_times,rsi,BUYSELL,SimulateAsset,Profit,Coin
2021-12-03 18:00:00+09:00,1657.674,1664.028,1652.661,1660.02,11083.1936,,1,40.66879906949708,0,1760020.0,-11561.0,1000.0
2021-12-03 19:00:00+09:00,1660.831,1690.713,1660.831,1674.8,28860.431,,1,40.031573820600364,0,1774800.0,3219.0,1000.0
2021-12-03 20:00:00+09:00,1677.679,1689.175,1675.348,1681.565,12412.284,,1,40.000840159630506,0,1781565.0,9984.0,1000.0
2021-12-03 21:00:00+09:00,1683.99,1686.65,1668.149,1669.747,4998.1126,,1,36.596258205353024,0,1769747.0,-1834.0,1000.0
2021-12-03 22:00:00+09:00,1669.301,1688.453,1669.109,1677.743,15602.9456,,1,47.01525712320622,0,1777743.0,6162.0,1000.0
2021-12-03 23:00:00+09:00,1676.24,1681.878,1645.452,1645.452,10769.1145,,1,41.759854574713145,0,1745452.0,-26129.0,1000.0
2021-12-04 00:00:00+09:00,1648.16,1656.801,1631.96,1633.287,13363.9634,,1,36.61562146623259,0,1733287.0,-38294.0,1000.0
2021-12-04 01:00:00+09:00,1633.264,1633.264,1597.643,1604.501,53570.0591,,1,30.616708722324518,0,1704501.0,-67080.0,1000.0
2021-12-04 02:00:00+09:00,1605.065,1631.238,1593.941,1622.0,18511.9655,,1,39.74852811345477,0,1722000.0,-49581.0,1000.0
2021-12-04 03:00:00+09:00,1620.0,1633.942,1609.905,1620.337,8284.7319,,1,37.276378026506826,0,1720337.0,-51244.0,1000.0
2021-12-04 04:00:00+09:00,1622.481,1622.971,1569.614,1580.213,32358.196,,1,24.619350802667782,0,1680213.0,-91368.0,1000.0
2021-12-04 05:00:00+09:00,1577.389,1578.245,1500.0,1562.108,63736.1745,,1,21.800855605832524,0,1662108.0,-109473.0,1000.0
2021-12-04 06:00:00+09:00,1560.046,1582.973,1560.046,1576.117,19211.0058,,1,28.9197435825658,0,1676117.0,-95464.0,1000.0
2021-12-04 07:00:00+09:00,1573.0,1573.0,1544.0,1547.503,36688.5347,,1,26.523861890722642,0,1647503.0,-124078.0,1000.0
2021-12-04 08:00:00+09:00,1546.343,1564.906,1539.096,1561.159,31904.3159,,1,30.245887987520746,0,1661159.0,-110422.0,1000.0
2021-12-04 09:00:00+09:00,1558.502,1562.861,1461.994,1469.916,90111.4791,,1,18.855872762527,0,1569916.0,-201665.0,1000.0
2021-12-04 10:00:00+09:00,1469.3,1488.225,1446.2,1485.0,72288.7713,-124.3937800000001,1,21.738123872519523,0,1585000.0,-186581.0,1000.0
2021-12-04 11:00:00+09:00,1485.0,1485.888,1455.567,1483.7,16705.325,-139.11955999999964,2,22.618306497276762,0,1583700.0,-187881.0,1000.0
2021-12-04 12:00:00+09:00,1483.354,1483.354,1399.23,1400.0,54664.8911,-163.02471999999966,3,16.18449498059907,0,1500000.0,-271581.0,1000.0
2021-12-04 13:00:00+09:00,1400.0,1439.015,1278.0,1324.377,127273.0324,-203.56190000000015,4,14.533094828449435,0,1424377.0,-347204.0,1000.0
2021-12-04 14:00:00+09:00,1324.27,1338.306,1066.578,1241.008,391073.8128,-241.2136800000003,5,12.575793679708056,0,1341008.0,-430573.0,1000.0
2021-12-04 15:00:00+09:00,1240.175,1255.0,1197.956,1225.969,196879.4654,-284.4392599999999,6,12.94694628940303,-1,1325969.0,-445612.0,999.6084729711763
2021-12-04 16:00:00+09:00,1225.864,1228.001,1180.87,1223.389,93958.5943,-327.63699999999994,7,9.800825438200732,0,1323390.0101397343,-448190.98986026575,999.6084729711763
2021-12-04 17:00:00+09:00,1224.022,1253.273,1216.451,1237.609,70150.0421,-351.6882000000003,8,12.229841512440387,0,1337604.4426253845,-433976.55737461546,999.6084729711763
2021-12-04 18:00:00+09:00,1237.689,1257.216,1223.809,1238.358,45781.2338,-359.87915999999996,9,13.507849218630284,0,1338353.1493716398,-433227.8506283602,999.6084729711763
2021-12-04 19:00:00+09:00,1238.358,1247.273,1195.785,1225.809,52628.3655,-353.36714000000006,10,13.590279096259707,0,1325809.0626443247,-445771.93735567527,999.6084729711763
2021-12-04 20:00:00+09:00,1224.117,1224.117,1151.0,1175.9,87940.2435,-353.00238000000013,11,9.330590758188634,0,1275919.6033668064,-495661.3966331936,999.6084729711763
2021-12-04 21:00:00+09:00,1177.464,1213.203,1177.464,1186.822,48394.3075,-350.1556400000002,12,11.673445445566301,-1,1286837.3271085972,-484743.67289140285,998.7995900889917
2021-12-04 22:00:00+09:00,1186.811,1209.14,1175.965,1209.14,52963.7342,-346.4842400000002,13,13.081714291777658,0,1309128.5363602035,-462452.4636397965,998.7995900889917
2021-12-04 23:00:00+09:00,1209.14,1250.0,1202.403,1247.618,62072.8043,-335.6522,14,23.775667466938316,0,1347560.3469876477,-424020.6530123523,998.7995900889917
2021-12-05 00:00:00+09:00,1247.619,1280.165,1245.0,1271.198,80573.4225,-318.2831399999998,15,25.175646757703063,0,1371112.0413219463,-400468.9586780537,998.7995900889917
2021-12-05 01:00:00+09:00,1267.6,1273.862,1232.677,1237.058,31197.1905,-296.7507000000003,16,23.569052960534933,0,1337013.023316308,-434567.9766836921,998.7995900889917
2021-12-05 02:00:00+09:00,1237.548,1263.557,1235.279,1261.079,9406.28,-273.42179999999985,17,33.01439489966242,0,1361005.1882698357,-410575.81173016434,998.7995900889917
2021-12-05 03:00:00+09:00,1260.0,1275.0,1258.479,1270.728,8819.4414,-252.94885999999997,18,42.6550928008156,-1,1370642.6055146044,-400938.39448539563,997.6663814086132
2021-12-05 04:00:00+09:00,1273.5,1285.293,1266.88,1280.118,13930.7071,-237.71363999999994,19,57.959013649140054,0,1380010.692836031,-391570.3071639689,997.6663814086132
2021-12-05 05:00:00+09:00,1281.099,1291.714,1273.922,1284.082,53388.6503,-226.82831999999985,20,61.82142377352504,0,1383965.4423719351,-387615.5576280649,997.6663814086132
2021-12-05 06:00:00+09:00,1286.919,1287.014,1255.436,1266.627,18492.3008,-212.64143999999987,21,57.64062855841498,0,1366551.1756844474,-405029.8243155526,997.6663814086132
2021-12-05 07:00:00+09:00,1267.383,1299.199,1267.382,1297.269,39252.9746,-197.48982,22,60.10852197784524,0,1397121.6689435702,-374459.3310564298,997.6663814086132
2021-12-05 08:00:00+09:00,1298.157,1331.1,1280.0,1302.9,100625.7282,-183.17337999999995,23,60.6811047341219,0,1402739.5283372824,-368841.47166271764,997.6663814086132
2021-12-05 09:00:00+09:00,1302.797,1327.907,1243.5,1271.101,119456.1694,-176.53557999999998,24,56.846326490197455,-1,1371014.7350748698,-400566.2649251302,996.1558798827707
2021-12-05 10:00:00+09:00,1267.8,1273.5,1244.944,1264.758,26712.9065,-172.22223999999983,25,66.8074707627859,0,1364696.1183287734,-406884.8816712266,996.1558798827707
2021-12-05 11:00:00+09:00,1264.0,1265.93,1249.5,1255.685,8458.9578,-166.31736000000024,26,63.43423092202125,0,1355657.9960305968,-415923.0039694032,996.1558798827707
2021-12-05 12:00:00+09:00,1253.919,1276.82,1248.699,1273.2,21943.6967,-163.3711800000001,27,62.994947066381876,0,1373105.6662667438,-398475.3337332562,996.1558798827707
2021-12-05 13:00:00+09:00,1274.1,1274.1,1253.001,1258.821,28013.8864,-164.13941999999997,28,52.64256122161256,0,1358781.9408699092,-412799.05913009075,996.1558798827707
2021-12-05 14:00:00+09:00,1259.678,1268.002,1257.841,1267.537,8702.9632,-157.2978599999999,29,49.17665681230946,0,1367464.4355189675,-404116.56448103255,996.1558798827707
2021-12-05 15:00:00+09:00,1267.537,1277.15,1258.0,1273.341,24424.2506,-147.9960799999999,30,58.63135796103273,-1,1373246.124245807,-398334.87575419294,994.2710744771488
2021-12-05 16:00:00+09:00,1273.341,1284.928,1255.292,1259.139,35723.5115,-139.13814000000025,31,48.637731840113325,0,1359125.4864460826,-412455.5135539174,994.2710744771488
2021-12-05 17:00:00+09:00,1259.595,1264.359,1249.06,1261.224,31499.6719,-133.28981999999974,32,45.91473468935898,0,1361198.5416363673,-410382.4583636327,994.2710744771488
2021-12-05 18:00:00+09:00,1261.29,1261.7,1218.06,1220.445,42483.5544,-132.15434000000005,33,35.06577413337476,0,1320653.1614902639,-450927.8385097361,994.2710744771488
2021-12-05 19:00:00+09:00,1222.599,1241.99,1216.409,1231.251,20715.5468,-130.89456000000018,34,36.8060512941732,0,1331397.254721064,-440183.7452789361,994.2710744771488
2021-12-05 20:00:00+09:00,1233.509,1239.067,1218.0,1226.646,15629.1367,-131.56608000000006,35,39.30114691866565,0,1326818.6364230965,-444762.3635769035,994.2710744771488
2021-12-05 21:00:00+09:00,1227.146,1250.98,1219.99,1238.022,20526.2632,-127.05392000000006,36,32.85795651251348,-1,1338129.4641663486,-433451.53583365143,991.944783021908
2021-12-05 22:00:00+09:00,1238.5,1238.501,1222.45,1227.819,19025.8829,-124.65999999999985,37,29.239990487720377,0,1328008.651545176,-443572.34845482395,991.944783021908
2021-12-05 23:00:00+09:00,1225.753,1225.847,1179.848,1184.496,75950.7604,-122.14478000000008,38,27.80327363363044,0,1285034.6277103182,-486546.3722896818,991.944783021908
2021-12-06 00:00:00+09:00,1183.116,1197.881,1109.5,1120.445,160587.2642,-133.16002000000003,39,21.2816760681944,0,1221499.5724129817,-550081.4275870183,991.944783021908
2021-12-06 01:00:00+09:00,1119.0,1149.423,1116.899,1138.199,72207.2329,-140.70436000000018,40,27.650152019253184,0,1239110.5600907528,-532470.4399092472,991.944783021908
2021-12-06 02:00:00+09:00,1138.093,1166.5,1130.098,1160.782,15025.4457,-146.70226000000002,41,28.568449122179658,0,1261511.6491257364,-510069.35087426356,991.944783021908
2021-12-06 03:00:00+09:00,1162.573,1162.573,1145.0,1151.316,6669.2749,-152.93916000000013,42,29.002888643547323,-1,1252121.899809651,-519459.1001903489,989.0263835555583
2021-12-06 04:00:00+09:00,1150.783,1150.783,1120.13,1146.004,12423.414,-151.11764000000016,43,26.338158559165038,0,1246868.191660204,-524712.808339796,989.0263835555583
2021-12-06 05:00:00+09:00,1146.133,1157.872,1130.0,1148.816,22409.8907,-136.01301999999987,44,25.44805504040137,0,1249649.3338507623,-521931.66614923766,989.0263835555583
2021-12-06 06:00:00+09:00,1149.188,1165.0,1124.116,1158.822,33581.4204,-123.46059999999989,45,29.7034073665332,0,1259545.531844619,-512035.46815538104,989.0263835555583
2021-12-06 07:00:00+09:00,1160.221,1165.039,1143.892,1165.039,14934.2733,-114.66781999999989,46,30.576012829695046,0,1265694.308871184,-505886.691128816,989.0263835555583
2021-12-06 08:00:00+09:00,1164.7,1180.228,1158.417,1175.935,29677.8053,-101.74037999999996,47,39.502142599452576,0,1276470.7403464054,-495110.2596535946,989.0263835555583
2021-12-06 09:00:00+09:00,1175.935,1176.037,1085.283,1110.0,105381.2291,-100.19112000000018,48,28.510385589840254,-1,1211259.2857466696,-560321.7142533304,985.5669240960988
2021-12-06 10:00:00+09:00,1110.0,1127.514,1090.4,1113.03,48561.1047,-98.38574000000017,49,29.97891317356728,0,1214245.5535266807,-557335.4464733193,985.5669240960988
2021-12-06 11:00:00+09:00,1114.999,1126.673,1109.101,1116.999,33875.1574,-99.69200000000001,50,27.692850942368977,0,1218157.2686484184,-553423.7313515816,985.5669240960988
2021-12-06 12:00:00+09:00,1118.898,1138.545,1116.85,1133.0,40426.102,-99.0598,51,32.47133012942754,0,1233927.3250008798,-537653.6749991202,985.5669240960988
2021-12-06 13:00:00+09:00,1135.583,1147.915,1130.0,1131.096,29485.036,-100.97551999999996,52,37.47709826051582,0,1232050.8055774008,-539530.1944225992,985.5669240960988
2021-12-06 14:00:00+09:00,1132.296,1134.366,1107.408,1107.408,22904.3504,-95.64207999999985,53,44.53112545831326,0,1208704.6962794124,-562876.3037205876,985.5669240960988
2021-12-06 15:00:00+09:00,1107.3,1124.986,1091.43,1100.297,56199.0528,-93.7070799999999,54,37.22870478413052,-1,1201696.3298821652,-569884.6701178348,981.6407114462415
2021-12-06 16:00:00+09:00,1099.173,1103.08,1063.565,1094.813,75893.6785,-95.22037999999998,55,27.90771454253826,0,1196313.012220594,-575267.9877794059,981.6407114462415
2021-12-06 17:00:00+09:00,1093.457,1128.998,1061.403,1085.91,89747.0856,-101.83720000000017,56,28.52955838103061,0,1187573.4649665882,-584007.5350334118,981.6407114462415
2021-12-06 18:00:00+09:00,1081.483,1089.61,1031.0,1038.962,80861.3243,-116.5754599999998,57,23.257590223410247,0,1141487.3968456099,-630093.6031543901,981.6407114462415
2021-12-06 19:00:00+09:00,1038.283,1053.414,1030.913,1048.727,65537.8448,-124.53401999999983,58,26.0669610007358,0,1151073.1183928826,-620507.8816071174,981.6407114462415
2021-12-06 20:00:00+09:00,1044.833,1089.997,1018.0,1078.594,131959.6153,-125.67933999999991,59,33.62116791103247,0,1180391.7815216475,-591189.2184783525,981.6407114462415
2021-12-06 21:00:00+09:00,1077.751,1184.999,1073.43,1147.974,219012.6447,-113.49043999999981,60,48.01914199299587,-1,1248498.0140817876,-523082.98591821245,977.4594320792872
2021-12-06 22:00:00+09:00,1146.61,1196.719,1129.994,1135.381,164849.5149,-102.78585999999996,61,44.29410008954339,0,1236188.8674536133,-535392.1325463867,977.4594320792872
2021-12-06 23:00:00+09:00,1135.764,1139.924,1104.233,1121.96,63759.7128,-84.88901999999985,62,53.552740788856504,0,1223070.384415677,-548510.615584323,977.4594320792872
2021-12-07 00:00:00+09:00,1120.75,1145.981,1108.575,1145.981,33940.6472,-64.17504000000008,63,57.34941089838006,0,1246549.9374336537,-525031.0625663463,977.4594320792872
2021-12-07 01:00:00+09:00,1145.232,1157.307,1133.27,1151.529,41451.2111,-47.666259999999966,64,58.01367901789445,0,1251972.8823628295,-519608.1176371705,977.4594320792872
2021-12-07 02:00:00+09:00,1151.66,1160.0,1141.0,1145.864,24784.0034,-45.58158000000003,65,54.54443535096479,0,1246435.5746801004,-525145.4253198996,977.4594320792872
2021-12-07 03:00:00+09:00,1145.621,1150.481,1137.534,1145.19,32305.2874,-41.78242000000023,66,55.383914850020005,-1,1245776.767022879,-525804.2329771209,972.8488434433403
2021-12-07 04:00:00+09:00,1147.182,1158.185,1144.179,1152.81,12919.2251,-33.447040000000015,67,62.05465151980362,0,1253189.875209917,-518391.1247900829,972.8488434433403
2021-12-07 05:00:00+09:00,1153.136,1166.929,1143.473,1144.901,12118.9633,-31.14650000000006,68,61.74324968330854,0,1245495.6137071238,-526085.3862928762,972.8488434433403
2021-12-07 06:00:00+09:00,1145.809,1207.999,1145.809,1193.107,42888.0931,-21.09068000000002,69,68.94971311688545,0,1292392.7650541535,-479188.2349458465,972.8488434433403
2021-12-07 07:00:00+09:00,1195.385,1223.941,1195.385,1208.028,102293.908,-7.136799999999994,70,72.05978040546304,0,1306908.6426471716,-464672.3573528284,972.8488434433403
2021-12-07 08:00:00+09:00,1207.881,1216.765,1194.646,1212.467,70206.6297,7.401800000000094,1,84.54848477735277,0,1311227.1186632167,-460353.8813367833,972.8488434433403
2021-12-07 09:00:00+09:00,1210.199,1225.233,1195.307,1207.85,76859.6356,20.198180000000093,2,83.0940847073464,0,1306735.4755530385,-464845.52444696147,972.8488434433403
2021-12-07 10:00:00+09:00,1207.002,1231.9,1188.916,1195.74,49235.772,32.509180000000015,3,76.3985920750894,0,1294954.2760589398,-476626.72394106025,972.8488434433403
2021-12-07 11:00:00+09:00,1195.624,1201.952,1170.006,1174.23,34309.069,30.6712,4,57.714421936282235,0,1274028.2974364737,-497552.70256352634,972.8488434433403
2021-12-07 12:00:00+09:00,1174.448,1192.587,1172.55,1187.448,37363.023,28.101400000000012,5,64.44530609033797,0,1286887.4134491077,-484693.58655089233,972.8488434433403
2021-12-07 13:00:00+09:00,1187.394,1194.0,1176.24,1180.995,53107.9001,23.300799999999754,6,67.24343150648778,1,1280609.6198623676,-490971.38013763237,973.2552803884587
2021-12-07 14:00:00+09:00,1180.995,1191.59,1180.995,1187.652,11310.8041,20.972160000000258,7,63.24000658002956,0,1287088.5802639138,-484492.41973608616,973.2552803884587
2021-12-07 15:00:00+09:00,1187.59,1201.912,1186.633,1201.912,19650.5979,23.34474,8,65.08374999999997,0,1300967.2005622531,-470613.7994377469,973.2552803884587
2021-12-07 16:00:00+09:00,1202.949,1210.15,1193.201,1195.449,17207.9133,29.030299999999897,9,64.39791223470043,0,1294677.0516851025,-476903.9483148975,973.2552803884587
2021-12-07 17:00:00+09:00,1195.986,1224.0,1191.808,1222.497,31878.1145,37.05697999999984,10,69.5719550121416,0,1321001.6605090497,-450579.33949095034,973.2552803884587
2021-12-07 18:00:00+09:00,1222.496,1232.345,1217.0,1218.2,22312.2275,45.31676000000016,11,67.05050093321604,0,1316819.5825692203,-454761.41743077966,973.2552803884587
2021-12-07 19:00:00+09:00,1219.016,1258.092,1218.902,1240.538,75631.8287,56.30767999999989,12,73.36524164034057,1,1338560.1590225378,-433020.84097746224,974.0291381824159
2021-12-07 20:00:00+09:00,1243.188,1333.998,1243.044,1296.793,157917.6749,73.75692000000004,13,74.18052279588044,0,1393354.1681909894,-378226.8318090106,974.0291381824159
2021-12-07 21:00:00+09:00,1296.2,1302.777,1251.592,1267.837,78916.826,87.50279999999998,14,63.221143006592435,0,1365150.1804657795,-406430.8195342205,974.0291381824159
2021-12-07 22:00:00+09:00,1266.404,1295.999,1256.893,1280.563,57505.7541,98.03765999999996,15,64.74308266224017,0,1377545.675278289,-394035.324721711,974.0291381824159
2021-12-07 23:00:00+09:00,1278.971,1288.97,1271.273,1281.874,13627.0253,109.89542000000006,16,65.8402797842108,0,1378822.627478446,-392758.3725215539,974.0291381824159
2021-12-08 00:00:00+09:00,1280.243,1307.14,1279.796,1285.505,27881.6585,117.73509999999987,17,69.91850123731143,0,1382359.3272791866,-389221.6727208134,974.0291381824159
2021-12-08 01:00:00+09:00,1287.37,1290.096,1260.383,1269.829,19672.856,110.63563999999997,18,71.13177805800754,1,1367090.4465090388,-404490.5534909612,975.1631491397967
2021-12-08 02:00:00+09:00,1270.501,1281.966,1257.497,1276.821,10802.3317,109.30492000000004,19,70.23634843982167,0,1373908.7872478242,-397672.21275217575,975.1631491397967
2021-12-08 03:00:00+09:00,1275.689,1283.399,1267.624,1280.829,7217.9878,106.50551999999993,20,73.05010252170703,0,1377817.2411495766,-393763.7588504234,975.1631491397967
2021-12-08 04:00:00+09:00,1278.259,1295.092,1265.788,1290.299,5404.3512,105.60017999999991,21,73.71106777715002,0,1387052.0361719306,-384528.9638280694,975.1631491397967
2021-12-08 05:00:00+09:00,1292.547,1292.547,1252.373,1260.269,15539.2426,98.37392,22,62.10495283018862,0,1357767.8868032624,-413813.1131967376,975.1631491397967
2021-12-08 06:00:00+09:00,1259.474,1292.815,1257.699,1277.566,12302.226,97.29008000000022,23,66.74703264094951,0,1374635.2837939335,-396945.71620606654,975.1631491397967
2021-12-08 07:00:00+09:00,1278.259,1278.259,1246.626,1249.99,19975.7822,89.90039999999976,24,55.66395772448853,1,1347744.1847932544,-423836.81520674564,976.699161427895
2021-12-08 08:00:00+09:00,1249.989,1276.0,1247.212,1266.781,16117.5519,84.93161999999984,25,59.41415096497713,0,1364143.9404127903,-407437.0595872097,976.699161427895
2021-12-08 09:00:00+09:00,1266.301,1266.38,1231.914,1261.898,15736.5234,77.31423999999993,26,54.7842898921959,0,1359374.7184075378,-412206.2815924622,976.699161427895
2021-12-08 10:00:00+09:00,1259.891,1279.031,1254.394,1268.033,24066.0914,77.02507999999989,27,44.49084645275004,0,1365366.7677628978,-406214.23223710223,976.699161427895
2021-12-08 11:00:00+09:00,1268.393,1277.594,1253.55,1253.551,18137.3207,69.35105999999996,28,47.721865046755035,0,1351222.210507099,-420358.78949290095,976.699161427895
2021-12-08 12:00:00+09:00,1253.359,1263.279,1229.429,1230.52,15943.4362,63.10725999999977,29,38.330006209490705,0,1328727.8521202533,-442853.14787974674,976.699161427895
2021-12-08 13:00:00+09:00,1233.121,1245.949,1231.985,1237.138,17847.9421,54.775879999999916,30,38.680559453405124,1,1335191.647170583,-436389.352829417,978.6391228549953
2021-12-08 14:00:00+09:00,1237.474,1254.335,1225.0,1243.603,15750.6399,48.90481999999997,31,38.950641116823334,0,1341518.549099841,-430062.4509001591,978.6391228549953
2021-12-08 15:00:00+09:00,1245.0,1289.0,1243.619,1289.0,9487.2375,49.94013999999993,32,54.03957850991691,0,1385945.829360089,-385635.17063991097,978.6391228549953
2021-12-08 16:00:00+09:00,1288.548,1317.708,1280.9,1309.557,50375.0426,57.09835999999996,33,56.87628155568246,0,1406063.7138086192,-365517.2861913808,978.6391228549953
2021-12-08 17:00:00+09:00,1307.776,1315.0,1285.0,1291.559,18196.0396,65.48091999999997,34,52.28310227286406,0,1388450.1668754749,-383130.83312452515,978.6391228549953
2021-12-08 18:00:00+09:00,1292.664,1310.0,1270.87,1271.373,27241.7699,68.79672000000028,35,45.749845153298175,0,1368695.357541524,-402885.6424584759,978.6391228549953
2021-12-08 19:00:00+09:00,1271.373,1296.499,1217.199,1230.87,60521.632,63.35092000000009,36,44.338104260068576,1,1329057.537148528,-442523.46285147197,980.9789312831803
2021-12-08 20:00:00+09:00,1230.851,1250.934,1209.27,1242.61,52804.4197,49.999959999999874,37,42.98341352435691,0,1340574.2298017924,-431006.7701982076,980.9789312831803
2021-12-08 21:00:00+09:00,1242.61,1251.3,1230.0,1251.3,32008.7116,34.2971,38,50.09204888772514,0,1349098.9367146434,-422482.0632853566,980.9789312831803
2021-12-08 22:00:00+09:00,1250.0,1260.0,1241.4,1255.1,26838.8213,23.47517999999991,39,47.54325350199381,0,1352826.6566535195,-418754.3433464805,980.9789312831803
2021-12-08 23:00:00+09:00,1253.499,1304.02,1246.328,1294.309,55128.115,25.135679999999866,40,56.39989749310327,0,1391289.8595702017,-380291.1404297983,980.9789312831803
2021-12-09 00:00:00+09:00,1295.399,1310.0,1288.001,1294.803,30740.8053,34.73383999999987,41,54.8925144102838,0,1391774.4631622557,-379806.5368377443,980.9789312831803
2021-12-09 01:00:00+09:00,1295.282,1298.93,1272.966,1277.555,19640.333,38.6109399999998,42,54.285023802491104,1,1374854.5385554833,-396726.46144451667,983.608955039496
2021-12-09 02:00:00+09:00,1281.199,1284.995,1278.4,1282.309,7049.8797,42.08618000000001,43,59.68580252596687,0,1379530.615527741,-392050.3844722591,983.608955039496
2021-12-09 03:00:00+09:00,1282.062,1297.943,1276.936,1292.499,3817.0124,46.746579999999994,44,60.740571689393526,0,1389553.5907795934,-382027.40922040655,983.608955039496
2021-12-09 04:00:00+09:00,1292.499,1301.366,1289.915,1292.256,3209.6728,43.40814,45,59.674227114058105,0,1389314.573803519,-382266.4261964811,983.608955039496
2021-12-09 05:00:00+09:00,1292.268,1295.641,1286.18,1291.8,5716.1977,39.87534000000005,46,50.477138191467624,0,1388866.048120021,-382714.9518799791,983.608955039496
2021-12-09 06:00:00+09:00,1291.8,1292.631,1281.938,1290.953,11661.6626,39.79208000000017,47,44.31563499015912,0,1388032.9313351025,-383548.06866489747,983.608955039496
