Date,Open,High,Low,Close,Volume,ma_diff,GCDC_times,rsi,BBANDS_upperband,BBANDS_middleband,BBANDS_lowerband,DEMA,EMA,HT_TRENDLINE,KAMA,MA_SHORT,MA_LONG,MIDPOINT,SMA,T3,TEMA,TRIMA,WMA,ADX,ADXR,APO,AROON_aroondown,AROON_aroonup,AROONOSC,BOP,CCI,DX,MACD_macd,MACD_macdsignal,MACD_macdhist,MFI,MINUS_DI,MINUS_DM,MOM,PLUS_DI,PLUS_DM,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,TRIX,ULTOSC,WILLR,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,HT_TRENDMODE,BETA,CORREL,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,_CLOSE_PCT_CHANGE,BUYSELL,SimulateAsset,Profit,Coin
2021-12-02 09:00:00+09:00,1713.751,1713.94,1646.0,1671.581,82501.2906,,1,,,,,,,,,,,,,,,,,,,,,,,-0.620694730644687,,,,,,,,,,,,,,,,,,,,,,-20373.9572223553,,82501.2906,,,,,,,,,,0,,,,,,,,-0.0029814977931275077,0,267158.1,0.0,100.0
2021-12-02 10:00:00+09:00,1670.0,1690.0,1669.413,1679.772,32362.052,,1,,,,,,,,,,,,,,,,,,,,,,,0.4746684801088036,,,,,,,,,,,,,,,,,,,,,,-20168.029752981645,,114863.34259999999,,,20.58699999999999,,,,,,,0,,,,,,,,-0.012545819396380331,0,267977.19999999995,819.0999999999767,100.0
2021-12-02 11:00:00+09:00,1679.886,1680.054,1661.073,1665.338,19264.8379,,1,,,,,,,,,,,,,,,,,,,,,,,-0.7664506611875036,,,,,,,,,,,,,,,,,,,,,,-30775.311818884642,,95598.50469999999,,,18.980999999999995,,,,,,,0,,,,,,,,0.01400947306098288,0,266533.8,-624.2999999999884,100.0
2021-12-02 12:00:00+09:00,1670.0,1672.798,1623.909,1647.499,53520.1188,,1,,,,,,,,,,,,,,,,,,,,,,,-0.4602466812575431,,,,,,,,,,,,,,,,,,,,,,-32646.200628825598,,42078.385899999994,,,48.888999999999896,,,,,,,0,,,,,,,,0.03281730656334392,0,264749.9,-2408.1999999999534,100.0
2021-12-02 13:00:00+09:00,1645.6,1662.76,1640.875,1655.0,13827.1711,,1,,35.01910117493321,12.020499999999629,-10.978101174933954,,,,,12.020499999999629,,,,,,,,,,,,,,0.4295179346584462,,,,,,,,,,,,,,,,,,,,,,-28624.72728856971,,55905.55699999999,,,21.88499999999999,,,,,,,0,,,,,,,11.499300587466765,0.023499729766088384,0,265500.0,-1658.0999999999767,100.0
2021-12-02 14:00:00+09:00,1653.61,1666.969,1652.42,1666.612,20778.8609,,1,,25.13100851080003,3.149699999999484,-18.83160851080106,,,,,3.149699999999484,,,,,,,,,,,,,,0.8936696680184343,,,,,,,,,,,,,,,,,,,,,,-8865.600162890889,,76684.4179,,,14.548999999999978,,,,,,,0,-0.6779146622704433,,,,,,10.990654255400242,0.01664887726136377,0,266661.2,-496.8999999999651,100.0
2021-12-02 15:00:00+09:00,1666.268,1666.268,1646.966,1658.959,11099.9019,,1,,16.089736782515047,2.064599999999473,-11.960536782516101,,,,,2.064599999999473,,,,,,,,,,,,,,-0.37866542327219554,,,,,,,,,,,,,,,62.42764271083795,53.857910552458115,,,,,,-6171.996365377583,,65584.516,,,19.646000000000186,,,,,,,0,0.8078785507624233,,,,,,7.012568391257756,0.010993799928460724,0,265895.9,-1262.1999999999534,100.0
2021-12-02 16:00:00+09:00,1659.931,1689.0,1659.931,1689.0,22000.1824,,1,,17.356952911202825,-11.051500000000487,-39.4599529112038,,,,,-11.051500000000487,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,100.0,75.68002367645617,,,,,,15828.186034622418,,87584.69840000001,,,30.04099999999994,,,,,,,0,0.6662613933832173,,,,,,14.204226455601647,0.00449128266789256,0,268900.0,1741.9000000000233,100.0
2021-12-02 17:00:00+09:00,1689.986,1705.71,1678.92,1703.4,24682.5644,,1,,19.474993921458918,-17.72080000000051,-54.916593921459935,,,,,-17.72080000000051,,,,,,,,,,,,,,0.5007092198581562,,,,,,,,,,,,,86.28825076556996,71.94206166482807,96.43710958587192,86.28825076556996,,,,,,36254.182777735616,,112267.26280000001,,,26.789999999999964,,,,,,,0,0.1823173073483525,,,,,,18.597896960729752,-0.010463523595575008,0,270340.0,3181.9000000000233,100.0
2021-12-02 18:00:00+09:00,1703.0,1706.6,1683.812,1694.828,35116.0032,,1,,21.266970642797787,-12.646200000000363,-46.55937064279851,,,,,-12.646200000000363,,,,,,,,,,,,,,-0.3586097946287529,,,,,,,,,,,,,92.23223101499086,84.73350181900565,80.25958345910064,92.23223101499086,,,,,,35089.19688958418,23805.69833979552,77151.25960000002,,,22.78800000000001,,,,,,,0,0.6850051141296672,,,,,,16.95658532139904,0.004272369426003175,0,269482.8,2324.7000000000116,100.0
