Date,Open,High,Low,Close,Volume,BBANDS_upperband,BBANDS_middleband,BBANDS_lowerband,MA_SHORT,MA_LONG,MIDPOINT,MACD_macd,MACD_macdsignal,MACD_macdhist,RSI,STOCH_slowk,STOCH_slowd,STOCHRSI_fastk,STOCHRSI_fastd,OBV,ATR,STDDEV,_CLOSE_PCT_CHANGE,ma_diff,GCDC_times,BUYSELL,SimulateAsset,Profit,Coin,JPY,Songiri,BUYSELL_PRICE,GachihoAsset,GachihoProfit
2021-12-04 10:00:00+09:00,1469.3,1488.225,1446.2,1485.0,72288.7713,145.66348572484026,60.72649999999817,-24.21048572484392,60.72649999999817,185.12027999999987,106.61699999999973,-41.944994796955825,-26.722734585641298,-15.222260211314527,27.145334268822452,28.21696874550494,35.38079562954143,38.73212454031454,46.24404151343816,-89108.47879999995,34.198700414512274,42.46849286242107,-0.21128674542341597,-124.3937800000001,1,-1,248500.0,0.0,57,162752,False,-62752,248500.0,0.0
2021-12-04 11:00:00+09:00,1485.0,1485.888,1455.567,1483.7,16705.325,113.27018738277775,38.72809999999822,-35.813987382781306,38.72809999999822,177.84765999999968,103.10199999999986,-45.27535745632645,-30.433259159778327,-14.84209829654812,27.01454054686629,21.496849494320212,26.76550439437952,37.46868092106521,25.400268487126567,-105813.80379999995,33.92172181347568,37.27104369138972,-0.21277860108273017,-139.11955999999964,2,-1,248424.9345538101,-75.06544618989574,33,199210,False,-36458,248370.0,-130.0
2021-12-04 12:00:00+09:00,1483.354,1483.354,1399.23,1400.0,54664.8911,141.1409008841431,38.66299999999842,-63.814900884146255,38.66299999999842,201.6877199999999,81.4340000000002,-54.04558053752771,-35.155723435328206,-18.889857102199507,20.24947204913861,19.46902237381644,23.06094687121386,0.0,25.400268487126567,-160478.69489999994,37.53231311251313,51.23895044207236,-0.1312134931145459,-163.02471999999966,3,-1,245648.61811331502,-2851.381886684976,24,211397,False,-12186,240000.0,-8500.0
2021-12-04 13:00:00+09:00,1400.0,1439.015,1278.0,1324.377,127273.0324,199.06927913612049,74.09109999999805,-50.887079136124385,74.09109999999805,277.65299999999934,120.32449999999972,-66.33353787422334,-41.39128632310723,-24.942251551116108,16.282135048579622,15.439822322921843,18.801898063686163,0.0,12.489560307021721,-287751.7272999999,46.35250503304792,62.48908956806124,-0.06946214261142569,-203.56190000000015,4,-1,243798.4873379831,-4701.512662016903,21,215898,False,-4501,232437.69999999998,-16062.300000000017
2021-12-04 14:00:00+09:00,1324.27,1338.306,1066.578,1241.008,391073.8128,372.7555228743672,184.37499999999818,-4.005522874370854,184.37499999999818,425.5886799999996,229.0619999999999,-81.85543564087425,-49.484116186660636,-32.37131945421361,13.209522037101411,19.371354115391057,18.09339960404311,0.0,-1.4210854715202004e-14,-678825.5400999999,62.4507546735445,94.19026143718446,-0.012399158433328505,-241.2136800000003,5,-1,242042.20449662194,-6457.79550337806,20,216546,False,-648,224100.8,-24399.20000000001
2021-12-04 15:00:00+09:00,1240.175,1255.0,1197.956,1225.969,196879.4654,302.79405207220157,108.53279999999813,-85.7284520722053,108.53279999999813,392.9720599999996,197.50649999999996,-94.28333348493561,-58.44395964631563,-35.83937383861998,12.742382941261166,31.887329102672734,22.23283518032854,0.0,-1.4210854715202004e-14,-875705.0054999999,62.064557911148476,97.13062603610172,-0.04257930096096607,-284.4392599999999,6,-1,241733.24377724616,-6766.756222753844,18,218691,False,-2144,222596.90000000002,-25903.099999999977
2021-12-04 16:00:00+09:00,1225.864,1228.001,1180.87,1223.389,93958.5943,216.9916247328158,78.5130999999983,-59.9654247328192,78.5130999999983,406.1500999999996,217.42749999999978,-103.15164850823203,-67.38549741869892,-35.76615108953311,12.659671236981248,39.00206088034191,30.086914699468565,0.0,-1.4210854715202004e-14,-969663.5997999999,60.99787520320931,69.23926236640871,-0.03081085453420984,-327.63699999999994,7,-1,241684.7540408488,-6815.245959151187,17,220108,False,-1416,222338.9,-26161.100000000006
2021-12-04 17:00:00+09:00,1224.022,1253.273,1216.451,1237.609,70150.0421,90.71290838782625,15.608399999998255,-59.496108387829736,15.608399999998255,367.29659999999944,166.93899999999985,-107.78988223294323,-75.46637438154778,-32.32350785139545,15.899912429374865,40.51986129442458,37.13641709247974,89.44854554568744,29.816181848562465,-899513.5576999999,59.27102697440864,37.55225419391394,-0.02354483351803749,-351.6882000000003,8,-1,241935.5425683948,-6564.457431605202,16,221136,False,-1027,223760.9,-24739.100000000006
2021-12-04 18:00:00+09:00,1237.689,1257.216,1223.809,1238.358,45781.2338,7.051792491362676,-7.245900000001484,-21.543592491365644,-7.245900000001484,352.6332599999996,159.2405000000001,-110.1357020203045,-82.40023990929913,-27.735462111005376,16.0765214563329,48.921508588979954,42.814476921248804,100.0,63.1495151818958,-853732.3238999998,57.42359647623659,7.14884624568209,0.007422143636914513,-359.87915999999996,9,0,241948.1301391041,-6551.869860895909,16,221136,False,0,223835.8,-24664.20000000001
2021-12-04 19:00:00+09:00,1238.358,1247.273,1195.785,1225.809,52628.3655,21.504505019524004,8.697799999998324,-4.108905019527356,8.697799999998324,362.0649399999995,178.22399999999993,-111.71954712982915,-88.26410135340514,-23.455445776424014,15.489614777327827,56.00068112229891,48.48068366856781,82.82316632783393,90.75723729117378,-906360.6893999998,56.999625299362535,6.403352509762787,0.03570568864960466,-353.36714000000006,10,1,241737.2337107583,-6762.766289241699,29,205344,False,15791,222580.9,-25919.100000000006
2021-12-04 20:00:00+09:00,1224.117,1224.117,1151.0,1175.9,87940.2435,78.58406348167637,32.65449999999828,-13.275063481679808,32.65449999999828,385.6568799999993,180.971,-115.6686389150143,-93.74500886572697,-21.923630049287326,13.39512531150964,48.507570022478205,51.143253244585686,21.52432876229335,68.11583169670908,-994300.9328999998,58.27172349226521,22.964781740838994,0.04943826401025653,-353.00238000000013,11,1,240255.51137960347,-8244.488620396529,46,185041,False,20303,217590.0,-30910.0
2021-12-04 21:00:00+09:00,1177.464,1213.203,1177.464,1186.822,48394.3075,70.28686485955495,17.566099999998414,-35.154664859558125,17.566099999998414,367.7217399999995,173.19600000000014,-116.57322491292257,-98.31065207516609,-18.26257283775648,16.06975727125374,38.67689879992627,47.72838331490113,99.7477364509447,68.03174384702398,-945906.6253999998,56.77395752853197,26.360382429778323,0.058883701972675784,-350.1556400000002,12,1,240768.35465478635,-7731.645345213648,65,163249,False,21791,218682.19999999998,-29817.800000000017
2021-12-04 22:00:00+09:00,1186.811,1209.14,1175.965,1209.14,52963.7342,61.265162531520446,14.653299999998353,-31.95856253152374,14.653299999998353,361.1375399999995,137.89750000000004,-114.17312306042413,-101.4831462722177,-12.689976788206437,21.41075730121715,37.30197584795769,41.49548155678739,100.0,73.75735507107935,-892942.8911999998,55.08831770506542,23.30593126576101,0.04846670569941003,-346.4842400000002,13,1,242226.0893252999,-6273.910674700106,78,147424,False,15824,220914.0,-27586.0
2021-12-04 23:00:00+09:00,1209.14,1250.0,1202.403,1247.618,62072.8043,34.712786458874234,-17.1437000000019,-69.00018645887803,-17.1437000000019,318.5084999999997,104.24849999999992,-107.92211308413152,-102.77093963460047,-5.151173449531058,29.715147368035044,62.01902370850177,45.99929945212858,100.0,99.9159121503149,-830870.0868999999,54.553223583275035,25.928243229438095,0.025388284517521065,-335.6522,14,1,245242.91021262557,-3257.089787374425,84,139939,False,7485,224761.8,-23738.20000000001
2021-12-05 00:00:00+09:00,1247.619,1280.165,1245.0,1271.198,80573.4225,27.831110350169865,-44.44690000000173,-116.72491035017333,-44.44690000000173,273.83623999999986,67.2175000000002,-99.91369087382668,-102.1994898824457,2.2857990086190227,34.29704648640997,81.79639075760912,60.37246343802286,100.0,100.0,-750296.6643999999,53.16835047018396,36.13900517508576,0.010033627135961787,-318.2831399999998,15,1,247233.15195357188,-1266.8480464281165,86,137131,False,2808,227119.8,-21380.20000000001
2021-12-05 01:00:00+09:00,1267.6,1273.862,1232.677,1237.058,31197.1905,36.131856870901856,-22.90230000000156,-81.93645687090498,-22.90230000000156,273.84839999999986,34.680500000000166,-95.22408725180617,-100.80440935631779,5.580322104511623,31.13256150748411,83.09405816729021,75.63649087780037,82.63875148096872,94.2129171603229,-781493.8548999999,52.31239686517083,29.51707843545172,0.023344678425455956,-296.7507000000003,16,1,244276.1875624358,-4223.812437564193,91,130728,False,6402,223705.8,-24794.20000000001
2021-12-05 02:00:00+09:00,1237.548,1263.557,1235.279,1261.079,9406.28,38.700477885385226,-4.199400000002015,-47.099277885389256,-4.199400000002015,269.22239999999965,0.7204999999999018,-88.54851646815155,-98.35323077868455,9.804714310533,35.632680427432376,77.79051215050045,80.89365369179991,100.0,94.2129171603229,-772087.5748999999,50.59565423194435,21.449938942693624,0.02789706683810378,-273.42179999999985,17,1,246481.0399094859,-2018.9600905140978,97,123434,False,7293,226107.9,-22392.100000000006
2021-12-05 03:00:00+09:00,1260.0,1275.0,1258.479,1270.728,8819.4414,17.49422295364502,-9.203300000001946,-35.90082295364891,-9.203300000001946,243.74555999999984,-43.190500000000156,-81.53954771778785,-94.99049416650521,13.45094644871736,37.40215905558317,76.05935734679257,78.98130922152774,100.00000000000001,94.2129171603229,-763268.1334999999,48.16175035823404,13.348761476823455,0.024692608795763293,-252.94885999999997,18,1,247422.51574545616,-1077.4842545438441,102,117338,False,6095,227072.8,-21427.20000000001
2021-12-05 04:00:00+09:00,1273.5,1285.293,1266.88,1280.118,13930.7071,17.49646516744042,-12.050300000001698,-41.597065167443816,-12.050300000001698,225.66334000000006,-48.07749999999987,-74.36990499066201,-90.86637633133657,16.49647134067456,39.15511868642096,86.57071417482443,80.14019455737248,100.0,100.0,-749337.4263999999,46.03683961836016,14.773382583721103,-0.007093850134646917,-237.71363999999994,19,0,248383.76535474544,-116.23464525456075,102,117338,False,0,228011.8,-20488.20000000001
2021-12-05 05:00:00+09:00,1281.099,1291.714,1273.922,1284.082,53388.6503,17.364121430559635,-16.205000000001746,-49.77412143056313,-16.205000000001746,210.62331999999992,-52.827,-67.58892672877528,-86.21088641082432,18.621959682049038,39.92000203540741,88.36711834271728,83.6657299547781,100.0,100.0,-695948.7760999999,44.01935107419157,16.784560715280662,-0.01527881223127281,-226.82831999999985,20,-1,248789.5580545562,289.558054556197,99,121355,False,-4016,228408.2,-20091.79999999999
2021-12-05 06:00:00+09:00,1286.919,1287.014,1255.436,1266.627,18492.3008,18.278122589415943,1.3017999999983658,-15.674522589419212,1.3017999999983658,213.94323999999983,-41.233999999999924,-62.8983719454875,-81.54838351775695,18.65001157226945,37.674128664530464,77.59473071252778,84.17752107668984,47.61593423037596,82.53864474345865,-714441.0768999999,43.13068314032074,8.488161294708789,-0.008713968869581201,-212.64143999999987,21,0,247057.3006096381,-1442.6993903619004,99,121355,False,0,226662.7,-21837.29999999999
2021-12-05 07:00:00+09:00,1267.383,1299.199,1267.382,1297.269,39252.9746,18.004288886639415,-3.5257000000017342,-25.055688886642884,-3.5257000000017342,193.96411999999964,-46.70600000000013,-56.06226922985775,-76.45116066017711,20.38889143031936,43.6658099515232,79.40316176099911,81.78833693874806,100.0,82.53864474345865,-675188.1022999999,42.3764914874407,10.764994443320587,-0.01890433553251647,-197.48982,22,-1,250098.25349575555,1598.2534957555472,95,126223,False,-4867,229726.9,-18773.100000000006
2021-12-05 08:00:00+09:00,1298.157,1331.1,1280.0,1302.9,100625.7282,6.355101809859207,-19.350800000001527,-45.05670180986226,-19.350800000001527,163.8225799999998,-66.14999999999986,-49.61826545858253,-71.0845816198582,21.46631616127567,44.71757927447811,71.28897849578182,76.09562365643625,100.0,82.53864474345865,-574562.3740999999,42.99959923833779,12.852950904930326,-0.035016098396833284,-183.17337999999995,23,-1,250635.95289286744,2135.952892867441,88,134936,False,-8712,230290.0,-18210.0
2021-12-05 09:00:00+09:00,1302.797,1327.907,1243.5,1271.101,119456.1694,26.986541489363844,-1.3077000000016596,-29.601941489367164,-1.3077000000016596,175.2278799999997,-46.303499999999985,-46.54076660121768,-66.1758186161301,19.635052014912418,40.15792110134606,63.27594559428383,71.32269528368825,35.26385821897684,78.42128607299229,-694018.5434999999,45.957270721313655,14.147120744682708,-0.0028117522407631323,-176.53557999999998,24,0,247812.14337427207,-687.8566257279308,88,134936,False,0,227110.1,-21389.899999999994
2021-12-05 10:00:00+09:00,1267.8,1273.5,1244.944,1264.758,26712.9065,53.70117745101993,21.308999999998377,-11.083177451023175,21.308999999998377,193.53124000000003,-14.361000000000104,-44.10523596822577,-61.761702086549235,17.656466118323465,39.29716297734927,39.50169273561605,58.02220560856056,23.043170211579948,52.76900947685226,-720731.45,44.7143228126484,16.196088725510812,0.0067405353318552574,-172.22223999999983,25,0,247248.8733413638,-1251.1266586362035,88,134936,False,0,226475.8,-22024.20000000001
2021-12-05 11:00:00+09:00,1264.0,1265.93,1249.5,1255.685,8458.9578,57.63163737136415,20.627599999997983,-16.376437371368183,20.627599999997983,186.9449599999998,-1.6950000000001637,-42.418205005417576,-57.8930026703229,15.474797664905324,38.041121158311476,23.228310502283165,42.001982944061005,0.0,19.43567614351893,-729190.4077999999,42.69401404031637,18.50201868568304,0.0027431443232239783,-166.31736000000024,26,0,246443.17430170166,-2056.825698298344,88,134936,False,0,225568.5,-22931.5
2021-12-05 12:00:00+09:00,1253.919,1276.82,1248.699,1273.2,21943.6967,42.56864392817124,10.769299999997884,-21.030043928175473,10.769299999997884,174.1404799999998,7.219499999999925,-39.21585077523537,-54.15757229130539,14.941721516070025,41.901681778375014,24.0270167427702,28.91900666022313,57.82348294397933,26.955551051853092,-707246.7111,41.653084466008046,15.899671964086629,-0.009495537668170018,-163.3711800000001,27,0,247998.5384237872,-501.4615762128087,88,134936,False,0,227320.0,-21180.0
2021-12-05 13:00:00+09:00,1274.1,1274.1,1253.001,1258.821,28013.8864,14.699358897916454,1.16249999999809,-12.374358897920274,1.16249999999809,165.3019200000001,6.428500000000213,-37.407022238480295,-50.807462280740374,13.40044004226008,39.713954484944416,21.988421699932214,23.08124964832852,43.33135757379736,33.71828017259223,-735260.5974999999,40.1849355755789,6.768429448959146,-0.03144426827919333,-164.13941999999997,28,-1,246721.65685304964,-1778.3431469503557,83,141966,False,-7030,225882.09999999998,-22617.900000000023
2021-12-05 14:00:00+09:00,1259.678,1268.002,1257.841,1267.537,8702.9632,13.52654957584059,1.0786999999979798,-11.36914957584463,1.0786999999979798,158.37655999999993,7.057500000000118,-34.86826458445853,-47.61962274148401,12.751358157025479,41.70094797772005,40.97774137722827,28.997726606643553,94.80039765178815,65.31841272318827,-726557.6342999999,38.04036874875184,6.22392478792135,-0.029470839008455707,-157.2978599999999,29,-1,247446.9781128771,-1053.0218871228863,78,148183,False,-6217,226753.7,-21746.29999999999
